Data Medicao,,"PRECIPITACAO TOTAL, DIARIO (AUT)(mm)",PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB),TEMPERATURA DO PONTO DE ORVALHO MEDIA DIARIA (AUT)(°C),"TEMPERATURA MAXIMA, DIARIA (AUT)(°C)","TEMPERATURA MEDIA, DIARIA (AUT)(°C)","TEMPERATURA MINIMA, DIARIA (AUT)(°C)","UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%)","UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%)","VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s)","VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s)",Qtd Dengue,GOOGLE TRENDS
2014-01-12,1,"2,232653061","989,1660714","20,02857143","30,4625","24,61785714","20,37321429","77,74821429","51,69642857","8,664285714","1,867857143",572,2
2014-01-19,1,"2,118367347","988,9464286","20,01428571","31,3125","25,20178571","21,13392857","75,57321429","47,46428571","8,7125","1,95",700,2
2014-01-26,1,"1,902040816","987,6964286","20,43392857","31,57142857","25,4625","21,425","76,1375","48,64285714","8,671428571","1,9375",694,2
2014-02-02,2,"0,5071428571","989,9089286","19,57857143","32,43392857","25,63214286","20,4625","72,29821429","41,75","8,692857143","1,978571429",570,"1,75"
2014-02-09,2,"0,2464285714","989,0446429","19,52321429","32,51428571","25,7625","20,59464286","71,55535714","41,76785714","9,1375","2,016071429",507,"1,75"
2014-02-16,2,"0,3892857143","987,3360714","19,25714286","33,0047619","25,87392857","21,08779762","69,98035714","39,25","9,321428571","2,078571429",548,"1,75"
2014-02-23,2,"8,253571429","988,4357143","19,87321429","30,58888889","23,73392857","20,26984127","79,27857143","51,34920635","9,888095238","1,860714286",522,"1,75"
2014-03-02,3,"2,003174603","989,0555556","19,97460317","31,84761905","25,45396825","21,21428571","74,27936508","45,55555556","9,887301587","2,455555556",492,"1,2"
2014-03-09,3,"1,873015873","989,447619","20,12698413","31,06825397","25,23174603","21,32539683","75,39047619","47,96825397","8,90952381","2,096825397",362,"1,2"
2014-03-16,3,"1,542857143","991,1761905","20,14761905","31,35238095","25,30952381","21,13968254","75,44603175","47,34920635","9,268253968","2,141269841",586,"1,2"
2014-03-23,3,"1,907936508","989,2206349","19,75079365","31,65873016","25,46349206","21,45555556","73,43333333","45,46031746","10,07142857","2,476190476",552,"1,2"
2014-03-30,3,"7,358730159","991,3634921","20,28730159","27,94920635","23,41587302","20,83650794","83,64285714","62,85714286","8,546031746","2,147619048",524,"1,2"
2014-04-06,4,"7,57037037","990,9944444","20,88518519","29,99404762","24,28465608","21,21111111","82,88611111","56,04126984","8,291111111","1,83994709",457,"1,5"
2014-04-13,4,"0,4063492063","989,5746032","19,98862434","30,84444444","24,48888889","20,08518519","78,03492063","48,96825397","7,69047619","1,818253968",603,"1,5"
2014-04-20,4,"2,047619048","989,7269841","20,82222222","30,06031746","24,6031746","21,25079365","81,05396825","56,04761905","7,907936508","1,884126984",567,"1,5"
2014-04-27,4,"3,566349206","989,9198413","19,17222222","28,90542328","23,6152381","20,24809524","77,25015873","51,80952381","8,33968254","2,084656085",603,"1,5"
2014-05-04,5,"0,2077380952","991,1830357","15,22232143","26,78095238","20,5547619","16,3973545","73,60357143","46,34920635","8,149206349","2,143154762",532,"1,75"
2014-05-11,5,"1,871428571","989,0785714","18,03571429","28,725","22,54107143","18,58214286","75,45714286","48,0978836","8,538624339","2,223214286",612,"1,75"
2014-05-18,5,"0,1922619048","989,6389881","17,03005952","27,53690476","21,36666667","17,04196429","78,4389881","49,44444444","6,76005291","1,747916667",522,"1,75"
2014-05-25,5,"0,2014285714","988,4435714","18,40535714","28,67440476","22,46785714","18,5547619","79,75238095","51,06613757","7,778412698","1,908214286",523,"1,75"
2014-06-01,6,"1,132275132","992,1519841","17,43769841","26,80380952","21,52486772","18,16761905","79,00412698","55,82539683","7,701587302","2,143121693",579,"1,2"
2014-06-08,6,"0,0582010582","989,9620106","17,15957672","27,88835979","21,66126984","17,41428571","77,61904762","50,3015873","8,123809524","2,076084656",583,"1,2"
2014-06-15,6,"2,801058201","996,9419577","18,03550265","26,55873016","21,47169312","18,16111111","82,57619048","59,02116402","8,164814815","1,949153439",471,"1,2"
2014-06-22,6,"1,560714286","994,1638393","16,97232143","25,33482143","20,41160714","17,26279762","82,94375","60,41269841","7,149206349","1,883035714",395,"1,2"
2014-06-29,6,"0,517989418","994,8325397","16,66005291","26,62116402","20,61296296","16,32830688","79,85555556","52,33333333","7,492063492","1,733862434",393,"1,2"
2014-07-06,7,"0,6793650794","994,8706349","17,94285714","27,57492063","21,74179894","17,77074074","80,61624339","53,80952381","7,33968254","1,752380952",355,"1,25"
2014-07-13,7,"3,129100529","996,9265873","17,16388889","25,40674603","20,32010582","17,28611111","83,15396825","58,5","8,172222222","2,036507937",300,"1,25"
2014-07-20,7,"1,526984127","997,7920635","15,69047619","24,5968254","19,54603175","16,12063492","80,26031746","57,68253968","8,103174603","2,007936508",270,"1,25"
2014-07-27,7,"2,232804233","996,615873","16,31269841","25,13174603","20,19338624","16,76984127","80,13968254","57,49206349","7,80952381",2,350,"1,25"
2014-08-03,8,"2,263492063","997,3063492","15,54603175","24,86666667","19,63544974","15,66825397","80,00793651","56,0952381","8,219047619","2,26984127",277,"1,2"
2014-08-10,8,"0,04761904762","996,7730159","13,79206349","26,35396825","19,79047619","14,9984127","71,08253968","42,55555556","9,242857143","2,438095238",221,"1,2"
2014-08-17,8,"5,914920635","997,6589947","15,87751323","25,38253968","20,13238095","16,74285714","79,32539683","56,6984127","9,577777778","2,646031746",233,"1,2"
2014-08-24,8,"1,070899471","995,2044974","15,8952381","27,46984127","20,75238095","16,11111111","77,03650794","45,19047619","8,123809524","1,976455026",188,"1,2"
2014-08-31,8,"0,6391534392","993,0439153","16,26984127","26,96137566","21,18306878","17,27142857","75,86507937","51,83597884","8,734656085","2,575661376",208,"1,2"
2014-09-07,9,"1,735873016","994,0546032","15,75650794","26,34412698","20,57079365","16,79587302","76,13783069","48,42857143","10,44285714","2,553015873",193,"1,25"
2014-09-14,9,"0,273015873","995,6015873","15,4968254","27,71746032","21,16031746","16,21746032","73,01587302","43,31746032","9,942857143","2,514285714",199,"1,25"
2014-09-21,9,"0,2603174603","991,5825397","16,94603175","29,69047619","23,04444444","18,27460317","71,56984127","42,79365079","10,23809524","2,701587302",151,"1,25"
2014-09-28,9,"1,765079365","993,6349206","15,74285714","28,63492063","22,22698413","17,44285714","69,68571429","41,6031746","10,77301587","2,982539683",207,"1,25"
2014-10-05,10,"1,358730159","994,5460317","15,85238095","27,56666667","22,03968254","18,53492063","70,18253968","44,88888889","12,14126984","3,393650794",175,"1,25"
2014-10-12,10,"1,311111111","994,7222222","15,45873016","27,50793651","20,94285714","15,95079365",74,"45,52380952","9,407936508","2,401587302",136,"1,25"
2014-10-19,10,"0,1015873016","991,0746032","18,43015873","31,91587302","24,91428571","20,33333333","70,57936508","41,87301587","10,87301587","2,922222222",137,"1,25"
2014-10-26,10,"1,707936508","991,6619048","17,48253968","27,95238095","22,51428571","19,08730159","75,20634921","51,04761905","9,765079365","2,595238095",88,"1,25"
2014-11-02,11,"13,96507937","991,0809524","18,70634921","27,45555556","22,56190476","19,51269841","80,72222222","58,57142857","10,73968254","2,680952381",121,"0,8"
2014-11-09,11,"0,6920634921","989,4571429","18,74603175","30,42539683","24,54761905","20,5031746","72,52857143","46,95238095","10,85873016","2,885714286",106,"0,8"
2014-11-16,11,"7,72","987,0714286","19,03968254","27,6231746","23,06285714","20,34698413","79,42285714","58,53968254","9,580952381","2,61015873",195,"0,8"
2014-11-23,11,"0,2","988,8053571","16,78571429","28,81071429",23,"18,45238095","68,74761905","46,23809524","10,02857143","2,482142857",146,"0,8"
2014-11-30,11,"9,335714286","987,2285714","19,94464286","29,3125","24,31428571","21,32678571","78,61428571","56,55555556","9,46984127","2,346428571",143,"0,8"
2014-12-07,12,"4,807142857","988,7732143","18,90714286","29,2","23,65357143","19,6125","75,73174603","51,44444444","8,871428571","1,894642857",134,1
2014-12-14,12,"2,45","987,3857143","19,63571429","30,07678571","24,77142857","20,83928571","73,77460317","50,25396825","10,42857143","2,348214286",160,1
2014-12-21,12,"6,639285714","986,3035714","19,64464286","30,18392857","24,60178571","20,69821429","76,05","51,0952381","10,41111111","2,498214286",111,1
2014-12-28,12,"1,485714286","988,7589286","19,8625","32,10892857","25,77321429","21,14464286","72,39821429","44,57142857","9,544444444","2,158928571",83,1
2015-01-04,1,"0,1071428571","986,3821429","19,46428571","34,28035714","26,95357143","21,52678571","65,91904762","36,61904762","10,43174603","2,614285714",175,"0,75"
2015-01-11,1,"0,45","989,9982143","18,37321429","32,87936508","25,83928571","21,10634921","65,75079365","37,93650794","10,69206349","2,335714286",260,"0,75"
2015-01-18,1,"0,03214285714","988,9321429","18,55892857","33,81964286","26,75892857","21,78571429","64,46607143","34,77777778","11,04285714","2,664285714",207,"0,75"
2015-01-25,1,"1,017857143","987,75","18,425","33,65178571","26,44464286","21,50714286","65,4","34,58730159","11,08730159","2,526785714",216,"0,75"
2015-02-01,2,"0,04642857143","987,7214286","19,12321429","34,85357143","27,19285714","21,79285714","65,21428571","34,01587302","10,16349206","2,375",183,"1,25"
2015-02-08,2,"9,528571429","985,5285714","19,78214286","31,10535714","25,37678571","21,78035714","74,41071429","47,21031746","10,86507937","2,467857143",166,"1,25"
2015-02-15,2,"1,325","988,8892857","19,97857143","33,13214286","26,48392857","21,77142857","70,83928571","40,61904762","10,26666667","2,248214286",99,"1,25"
2015-02-22,2,"0,07142857143","988,3267857","19,51785714","33,00178571","26,56607143","21,94821429","68,46607143","40,3968254","10,78888889","2,4875",193,"1,25"
2015-03-01,3,"5,439285714","987,8517857","20,43928571","31,58214286","25,30357143","21,475","76,65714286","47,92063492","10,40634921","2,091071429",146,"1,8"
2015-03-08,3,"6,471428571","987,9625","20,52678571","30,88392857","24,93571429","21,27857143","78,52678571","51,74603175","9,755555556","2,067857143",261,"1,8"
2015-03-15,3,"0,007142857143","985,9553571","20,15178571","32,80535714","26,54642857","22,17678571","70,63571429","41,84126984","9,06031746","2,207142857",298,"1,8"
2015-03-22,3,"2,371428571","986,6821429","20,48928571","31,5625","25,31785714","21,31785714","76,89285714","47,0952381","9,017460317","1,794642857",356,"1,8"
2015-03-29,3,"4,267857143","989,2785714","19,85714286","30,975","24,78392857","20,65892857","76,40714286","48,24603175","7,912433862","1,873214286",334,"1,8"
2015-04-05,4,"1,460714286","987,1575","19,80785714","30,38571429","24,90595238","21,04285714","76,09464286","50,46031746","8,363492063","1,98",400,"2,75"
2015-04-12,4,"1,792857143","988,7785714","18,30714286","28,27142857","23,15892857","19,73928571",76,"52,7037037","8,424761905","2,2",532,"2,75"
2015-04-19,4,"0,1464285714","988,8464286","18,275","30,77321429","23,78392857","18,69285714","74,3625","41,6031746","7,901587302","1,680357143",595,"2,75"
2015-04-26,4,"2,321428571","988,1660714","19,85892857","30,08928571","24,32857143","20,94464286","77,2031746","52,88888889","8,27968254","1,967857143",704,"2,75"
2015-05-03,5,"3,761904762","991,4904762","18,15873016","28,06507937","22,46984127","18,93492063","78,48888889","51,96825397","8,180952381","2,06984127",914,3
2015-05-10,5,"4,634920635","992,6730159","18,23492063","27,03174603","22,00634921","18,84920635","80,78730159","57,66666667","8,333333333","2,20952381",1039,3
2015-05-17,5,"1,652910053","993,9533862","17,3447619","25,58888889","21,23333333","18,1542328","80,08888889","60,87301587","8,388888889","2,234708995",944,3
2015-05-24,5,"5,854708995","996,5082011","17,3952381","25,59232804","20,52137566","17,51111111","83,41587302","60,19047619","7,738095238","1,893650794",935,3
2015-05-31,5,"2,617857143","988,2964286","18,37321429","28,08928571","22,10625","18,16964286","80,8625","57,96825397","7,371428571","1,826785714",668,3
2015-06-07,6,"1,093928571","992,4277381","17,86267857","26,06892857","21,06392857","18,09535714","82,6922619","60,5","7,798214286","2,05327381",953,"3,25"
2015-06-14,6,"0,06428571429","989,48125","17,27321429","28,79107143","22,084375","17,50714286","75,9375","46,14285714","7,796428571","2,010714286",882,"3,25"
2015-06-21,6,"7,622751323","995,4701587","17,71492063","26,07079365","21,47883598","18,53375661","80,9010582","60,68650794","9,225396825","2,523068783",704,"3,25"
2015-06-28,6,"5,714920635","1000,574603","16,28227513","24,39047619","19,43809524","16,47777778","83,22698413","59,87301587","8,638095238","2,255291005",803,"3,25"
2015-07-05,7,"0,5","994,5671958","16,9952381","26,53624339","20,8542328","17,0005291","80,14417989","53,61111111","7,952380952","1,999470899",663,"2,25"
2015-07-12,7,"0,3477777778","995,1718254","17,05634921","25,82698413","20,58492063","17,14285714","81,48253968","58,76190476","6,933333333","1,779761905",656,"2,25"
2015-07-19,7,"1,125","997,3888889","16,81269841","26,83650794","20,56428571","16,54920635","80,13333333","52,23809524","8,666666667","2,015873016",595,"2,25"
2015-07-26,7,"2,174603175","995,6380952","17,17275132","26,13492063","20,7047619","16,86190476","81,69206349","56,93650794","7,992063492","2,025396825",653,"2,25"
2015-08-02,8,"0,5636904762","995,6502646","17,13968254","27,97619048","21,48422619","17,26190476","77,68888889","47,03174603","7,680952381","1,818518519",661,"1,4"
2015-08-09,8,"1,354464286","995,0257937","15,27857143","27,63531746","20,86964286","16,31388889","73,04095238","41,77777778","8,287301587","2,020238095",615,"1,4"
2015-08-16,8,"3,011640212","999,0520635","15,90857143","25,0015873","19,71164021","16,04444444","80,37142857","55,82539683","8,480952381","2,062539683",536,"1,4"
2015-08-23,8,"1,253571429","993,9209524","16,08910053","26,64285714","20,78928571","16,79206349","75,56031746","50,07936508","8,266666667","2,156507937",528,"1,4"
2015-08-30,8,"0,5285714286","993,7732804","17,22777778","28,09650794","21,90892857","18,07328042","75,4015873",50,"8,574603175","2,167724868",497,"1,4"
2015-09-06,9,"1,478571429","990,0928571","17,00178571","28,82751323","22,25535714","18,26984127","74,04470899","47,80952381","9,614285714","2,369642857",425,"1,75"
2015-09-13,9,"3,210714286","987,9517857","18,92410714","28,75873016","22,9375","20,16402116","77,44907407","54,31746032","10,40952381","2,351785714",634,"1,75"
2015-09-20,9,"2,007738095","991,1071429","17,72857143","29,83809524","23,13928571","18,71428571","73,30978836","47,63492063","9,746031746","2,4375",710,"1,75"
2015-09-27,9,"0,01428571429","987,5910714","17,65892857","32,14107143","24,70357143","19,17321429","66,76772487","38,01587302","10,40793651","2,616071429",601,"1,75"
2015-10-04,10,"0,03214285714","986,6982143","17,68869048","32,4375","25,0875","19,98035714","65,11587302","36,15873016","10,45714286","2,707142857",749,"1,75"
2015-10-11,10,"1,073214286","990,4555357","16,51714286","28,45029762","22,4775","18,82321429","67,53698413","46,03174603","10,18126984","2,891428571",657,"1,75"
2015-10-18,10,"0,04489795918","1001,079592","17,70153061","32,3875","26,18214286","20,73035714","62,73915344","37,01587302","11,17777778","3,165306122",876,"1,75"
2015-10-25,10,"0,7673469388","1000,210204","18,96734694","31,64285714","24,71020408","21,24897959","70,82724868",48,"9,550793651","2,589795918",845,"1,75"
2015-11-01,11,"5,473469388","999,8408163","19,57653061","30,24017857","24,70204082","21,36785714","73,14494048","54,1031746","9,887301587","2,663265306",815,2
2015-11-08,11,"0,8285714286","998,2397959","19,14251701","34,07991071","27,0047619","22,14547619","64,08258929","37,16071429","10,68214286","2,87244898",806,2
2015-11-15,11,"0,2125396825","988,093254","20,04547619","34,24769841","26,93095238","22,70436508","68,10238095","39,7962963","10,54656085","2,794920635",875,2
2015-11-22,11,"5,863492063","985,615873","20,94365079","31,31587302","25,3968254","22,52063492","77,24857143","52,14285714","9,987301587","2,347619048",968,2
2015-11-29,11,"2,122222222","986,7615079","20,42407407","30,50198413","25,13809524","21,72571429","76,85492063","54,70899471","8,964550265","2,28452381",1176,2
2015-12-06,12,"4,288888889","988,3285714","21,51904762","32,07301587","26,10952381","22,8015873","76,88730159","50,85185185","9,425396825","2,279365079",1467,6
2015-12-13,12,"4,907936508","989,3936508","20,76931217","31,74126984","25,87936508","22,24603175","74,8584127","50,15873016","9,607936508","2,355555556",1763,6
2015-12-20,12,"0,473015873","990,0793651","19,65026455","33,52063492","26,74920635","22,07142857","67,79047619","39,6984127","11,12222222","2,780952381",1233,6
2015-12-27,12,"1,765079365","990,8095238","19,08571429","33,72857143","26,67460317","21,72222222","66,15873016","36,33333333","12,05079365","3,031746032",1227,6
2016-01-03,1,"1,368253968","988,7793651","20,07367725","34,7468254","27,35674603","22,62222222","67,37301587","37,38095238","11,08571429","2,673412698",2007,"3,6"
2016-01-10,1,"5,152380952","989,2714286","19,48677249","31,88253968","25,70634921","21,46666667","70,97777778","43,71428571","10,83333333","2,842857143",2194,"3,6"
2016-01-17,1,"3,914285714","986,1333333","21,32936508","31,65555556","26,37777778","23,26507937","75,58015873","51,6031746","10,91269841","2,592063492",2488,"3,6"
2016-01-24,1,"14,29777778","987,6761905","21,04920635","27,04920635","23,33460317","21,15873016","86,67746032","70,20634921","7,758730159","1,734920635",2407,"3,6"
2016-01-31,1,"4,878730159","989,7184127","21,60507937","31,70444444","26,06095238","22,51164021","78,46222222","53,36507937","10,2984127","2,465714286",2473,"3,6"
2016-02-07,2,"0,2857142857","990,437037","20,38201058","33,65767196","26,81534392","21,89285714","70,82433862","39,81216931","8,996031746","2,208994709",1922,"12,25"
2016-02-14,2,"3,264550265","989,3039683","19,95608466","33,3031746","26,50502646","21,55132275","70,78280423","40,73015873","9,53968254","2,208465608",2536,"12,25"
2016-02-21,2,"0,380952381","989,0111111","20,59206349","34,03333333","27,25238095","22,60793651","69,47142857","41,19047619","10,03492063","2,468253968",2687,"12,25"
2016-02-28,2,"1,079365079","989,6746032","20,61746032","34,53809524","27,37777778","22,64920635","69,57777778","39,36507937","10,25714286","2,431746032",2369,"12,25"
2016-03-06,3,"2,59047619","989,6571429","20,81111111","33,26666667","26,55714286","22,46349206","73,02857143","43,84126984","10,05079365","2,325396825",2053,11
2016-03-13,3,"0,1428571429","989,7650794","20,40079365","33,3015873","26,85714286","22,46984127","70,73333333","41,71428571","9,792063492","2,396825397",2048,11
2016-03-20,3,"9,933928571","992,784127","21,17460317","30,72222222","25,03333333","21,50396825","80,4047619","53,85714286","8,715873016","1,828571429",1528,11
2016-03-27,3,"0,7020408163","994,7160714","21,21160714","32,875","26,43928571","22,14464286","75,20178571","45,125","9,080357143","2,080357143",2120,11
2016-04-03,4,"0,537755102","995,6986607","21,14955357","32,96785714","26,30401786","22,10678571","75,15446429","46,67857143","8,219642857","1,857142857",1674,"7,25"
2016-04-10,4,"1,408163265","994,2875","20,16","32,76607143","25,77321429","21,12321429","73,86071429","41,82142857","8,257142857","1,928571429",1524,"7,25"
2016-04-17,4,"0,3326530612","996,5625","19,89821429","32,76875","25,83392857","20,82261905","72,43869048","41,50714286","8,636785714","2,025892857",1165,"7,25"
2016-04-24,4,"0,8571428571","996,0160714","19,86428571","32,225","25,58035714","21,03571429","73,65892857","42,78571429","9,183928571","2,044642857",1165,"7,25"
2016-05-01,5,"1,616326531","993,4589286","18,28214286","29,71071429","24,11279762","20,48214286","73,08571429","49,53571429","9,471428571","2,560714286",742,"2,8"
2016-05-08,5,"0,02993197279","997,6580357","17,05982143","29,87440476","22,86041667","18,00029762","72,1375","41,71428571","7,883928571","1,94672619",587,"2,8"
2016-05-15,5,"0,7264285714","992,789418","17,85608466","29,55198413","23,39206349","19,51018519","72,89325397","46,03174603","8,357539683","2,203571429",461,"2,8"
2016-05-22,5,"1,151020408","991,4482143","19,37785714","29,3625","23,6","20,08035714","79,00684524","53,75","7,755357143","2,030357143",231,"2,8"
2016-05-29,5,"0,2204081633","994,0732143","16,08214286","27,23571429","21,50535714","17,79821429","73,30535714","47,85714286","8,723214286","2,451785714",262,"2,8"
2016-06-05,6,"0,4163265306","987,7357143","18,525","30,68571429","23,80535714","19,38214286","74,86607143","43,78571429","8,458928571","1,982142857",192,2
2016-06-12,6,"1,889795918","991,4857143","16,42785714","24,93392857","20,97857143","18,78928571","77,46160714","59,98214286","8,3375","2,276785714",123,2
2016-06-19,6,"0,0693877551","997,4196429","13,06964286","25,55714286","18,87321429","14,30714286","71,87857143","41,80357143","8,067857143","2,225",120,2
2016-06-26,6,"2,620408163","996,5964286","16,45642857","25,01428571","19,93571429","16,66071429","81,79761905","57,58928571","7,910714286","2,008928571",103,2
2016-07-03,7,"3,916402116","999,4417989","17,29345238","25,63968254","20,68571429","17,51164021","82,99100529","56,6468254","7,315079365","1,843915344",96,"1,2"
2016-07-10,7,"0,4507936508","996,3936508","15,63492063","26,47619048","20,53174603","16,46031746","75,83968254","48,55555556","7,834920635","2,120634921",95,"1,2"
2016-07-17,7,"0,03492063492","991,0412698","15,46984127","30,00634921","22,17619048","16,48253968","69,65396825","36,23809524","8,561904762","2,346031746",121,"1,2"
2016-07-24,7,"0,9650793651","995,984127","15,64761905","23,97460317","19,82063492","17,23492063","78,23492063","59,93650794","7,258730159","1,973015873",75,"1,2"
2016-07-31,7,"2,723809524","996,4920635","15,78809524","26,26349206","20,47777778","16,6","77,06031746","50,34920635","8,498412698","2,131746032",54,"1,2"
2016-08-07,8,"1,888888889","996,5111111","15,33968254","27,22539683","20,84285714","16,45238095","74,3015873","45,17460317","8,2","2,046031746",98,"1,25"
2016-08-14,8,"0,2920634921","993,4396825","15,8047619","26,95714286","21,11746032","16,91904762","74,41111111","48,15873016","8,326984127","2,176190476",82,"1,25"
2016-08-21,8,"0,2603174603","990,7968254","17,4","31,17936508","24,0031746","18,96984127","69,71904762","39,68253968","10,1015873","2,557142857",74,"1,25"
2016-08-28,8,"0,2444444444","996,7650794","13,76666667","25,98730159","19,70634921","15,49206349","71,35873016","45,50793651","9,73968254","2,536507937",93,"1,25"
2016-09-04,9,"0,9137566138","995,3047619","16,92777778","28,78412698","22,61058201","18,27460317","73,0952381","44,79365079","10,24126984","2,665079365",76,1
2016-09-11,9,"0,2952380952","995,2555556","16,73968254","29,61428571","22,91142857","18,3047619","71,34444444","41,68253968","9,734920635","2,479365079",87,1
2016-09-18,9,"0,2761904762","992,2412698","16,88095238","30,21746032","23,57063492","19,1","69,42063492","41,38095238","10,44285714","2,757142857",79,1
2016-09-25,9,"1,8","992,3634921","16,42063492","28,21428571","22,25767196","18,46296296","71,29365079","46,3015873","9,96031746","2,598412698",58,1
2016-10-02,10,"3,822222222","992,8730159","16,9968254","25,33015873","21,04285714","18,45555556","78,46380952","59,85714286","8,431746032","2,43015873",60,"0,8"
2016-10-09,10,"3,650793651","988,5126984","17,39936508","26,36984127","21,31746032","18,01904762","80,16825397",58,"9,13015873","2,325396825",69,"0,8"
2016-10-16,10,"1,438095238","993,9730159","18,34285714","28,13333333","23,09365079","19,77619048","76,64444444","54,68253968","9,966666667","2,615873016",99,"0,8"
2016-10-23,10,"1,038095238","989,4230159","19,15873016","31,47195767","25,08611111","21,09417989","71,7952381","45,73015873","10,18412698","2,655555556",72,"0,8"
2016-10-30,10,"4,907936508","990,0993651","18,6447619","29,06746032","23,54166667","20,26084656","76,82248677","52,19047619","9,682539683","2,64984127",61,"0,8"
2016-11-06,11,"1,701587302","994,1422222","18,2568254","28,68174603","23,36150794","19,49285714","75,19047619","50,85714286","9,911111111","2,566666667",92,"1,25"
2016-11-13,11,"7,031746032","989,4222222","19,63777778","29,43333333","23,8015873","20,56825397","79,35555556","53,68253968","10,44126984","2,361904762",112,"1,25"
2016-11-20,11,"15,66984127","984,8539683","18,73703704","28,01587302","22,98253968","19,9","79,83915344","58,65608466","10,82222222","2,752380952",137,"1,25"
2016-11-27,11,"4,318518519","990,0949206","19,20253968","27,86507937","23,23134921","19,95502646","79,7047619","58,31746032","8,084126984","2,116825397",206,"1,25"
2016-12-04,12,"2,892063492","989,5396825","19,51825397","28,57777778","23,62857143","20,47777778","79,38095238","58,25396825","9,477777778","2,547619048",241,"1,5"
2016-12-11,12,"8,105291005","985,1206349","21,71534392","31,43492063","25,52857143","22,32222222","79,99417989","56,14285714","10,11428571","2,361904762",219,"1,5"
2016-12-18,12,"15,35555556","989,131746","20,74642857","28,81111111","24,05892857","21,22793651","81,76851852","61,14285714","10,3031746","2,514285714",159,"1,5"
2016-12-25,12,"2,264285714","994,4446429","20,7","30,99325397","25,14821429","20,87301587","76,50793651","50,14285714","9,317460317","2,128571429",482,"1,5"
2017-01-01,1,"0,1835714286","989,0531217","20,0426455","33,59396825","26,94964286","22,00222222","68,3847619","40,04761905","10,13968254","2,72",249,"1,2"
2017-01-08,1,"0,5992857143","989,1325397","19,42777778","33,59100529","26,68678571","21,77883598","66,59238095","39,85714286","10,53968254","2,755555556",226,"1,2"
2017-01-15,1,"2,341375661","986,9013228","19,95291005","32,29814815","26,18730159","22,41613757","70,91730159","46,33333333","9,999206349","2,68968254",260,"1,2"
2017-01-22,1,"0,225170068","984,5653061","18,68979592","32,4875","25,63503401","20,97321429","67,72142857","40,10714286","9,808928571","2,063265306",301,"1,2"
2017-01-29,1,"0,6607142857","988,6014881","19,16011905","33,39821429","26,40416667","21,87767857","67,05133929","43,82539683","9,857142857","2,798809524",252,"1,2"
2017-02-05,2,"3,665119048","986,9490476","19,96428571","32,12178571","25,43416667","21,69321429","73,3139881","43,73214286","9,5","2,293809524",115,"1,25"
2017-02-12,2,"5,050793651","982,6483333","20,345","30,41714286","24,60285714","21,03107143","78,65585714","53,14761905","9,125","1,972857143",215,"1,25"
2017-02-19,2,"1,771688312","988,8735931","20,34329004","31,45887446","25,23709957","20,72034632","76,4512987","47,6038961","8,894805195","2,079220779",197,"1,25"
2017-02-26,2,"2,023896104","987,4753247","20,13441558","31,51168831","25,2612987","20,89350649","75,52857143","47,49350649","8,845454545","2,094805195",166,"1,25"
2017-03-05,3,"0,2971428571","984,4268398","19,97424242","33,35064935","26,18571429","21,85844156","70,43376623","41,51948052","9,802597403","2,55021645",365,2
2017-03-12,3,"1,342857143","985,8489177","20,20458874","32,62987013","25,74714286","21,56753247","72,89545455","44,80519481","8,854545455","2,140909091",322,2
2017-03-19,3,"2,318181818","986,7206349","20,20863095","31,97202381","25,21753247","21,18392857","75,3890873","47,66269841","9,164285714","2,071230159",245,2
2017-03-26,3,"3,002380952","988,9311355","18,63289377","30,14084249","24,03690476","19,56630037","73,81987179","47,7967033","8,786538462","2,273626374",248,2
2017-04-02,4,"4,44047619","986,6869048","18,15833333","28,59047619","22,875","19,00952381","76,34212454","50,41758242","8,473626374","1,853571429",221,"1,4"
2017-04-09,4,"0,4023809524","987,3202381","19,51428571","31,99340659","24,93214286","20,3010989","73,78791209","43,73626374","8,250549451","1,725",170,"1,4"
2017-04-16,4,"2,79047619","987,5666667","20,03452381","29,62637363","23,93928571","20,77692308","80,14725275","55,81318681","7,654945055","1,644047619",183,"1,4"
2017-04-23,4,"1,127777778","987,602381","17,77896825","28,74920635","22,92619048","18,81031746","74,23186813","48,68864469","8,62967033","2,097222222",207,"1,4"
2017-04-30,4,"1,466233766","986,8409091","18,96666667","27,21558442","22,71926407","19,79025974","80,9961039","60,91468254","8,705952381","2,327056277",183,"1,4"
2017-05-07,5,"2,548571429","987,8701299","17,54025974","27,92337662","22,17012987","18,26883117","77,17792208","50,11904762","7,701190476","1,853246753",191,"1,25"
2017-05-14,5,"0,1314285714","985,3844156","16,77662338","28,62597403","21,92597403","17,12987013","74,1452381","45,03571429","8,311904762","1,902597403",186,"1,25"
2017-05-21,5,"2,871428571","985,7298701","17,55844156","24,52727273","20,85844156","18,58441558","81,85416667","65,02579365","7,301190476","1,649350649",139,"1,25"
2017-05-28,5,"7,345714286","989,5324675","18,40649351","25,43116883","20,92597403","18,22207792","85,23571429","64,89285714","7,28452381","1,419480519",156,"1,25"
